ID	sample-1_rpkm	sample-2_rpkm	sample-3_rpkm	sample-4_rpkm	sample-5_rpkm
Unigene0000038	4.20761136180244	4.26775330648896	3.04260616078389	3.05352696058909	4.34925059095288
Unigene0000039	1.81682969026496	2.81780153923287	3.55765319158521	3.94157045689789	6.23526747142045
Unigene0000040	4.19851521282349	3.97271791015851	4.12438341014551	1.76044883295801	3.14895983593889
Unigene0000041	3.06081511031418	4.81224222277475	2.34572641534538	3.20082678020084	4.5867900214613
Unigene0000042	3.7085546896047	6.26798559977772	3.33735597800798	3.83877519123434	3.70508304686115
Unigene0000043	3.9763494230445	4.59687391081839	3.12760748684219	4.31897488291835	4.34295900490012
Unigene0000044	4.68219977207792	3.93083074975241	7.17610452821439	3.92281338936354	3.38833885360108
Unigene0000045	3.42490350455841	4.38154336497151	4.0077418332937	4.02943985014343	5.41509017524776
Unigene0000046	2.25634626530193	4.80745805828761	1.93595254727131	5.02159802137404	5.19880038392415
Unigene0000047	6.58606094098732	6.25204113872522	3.07788750624011	4.14842262185229	3.08729502702286
Unigene0000048	3.07594439278213	3.2194543238908	3.20887733276025	4.16228893760103	4.16747251484304
Unigene0000049	5.2679524678069	2.32893388647588	5.12815169385714	5.32461931999806	4.51575497942371
Unigene0000050	4.95187906845195	2.88063026813706	4.01924367090019	5.61345500954229	4.1899137093958
Unigene0000051	3.09498587392276	3.15803605848781	5.41682366777824	2.5209124425433	2.58130182695775
Unigene0000052	3.79975462287465	4.84266247482233	3.98607744959446	4.84186386267487	3.73161258552638
Unigene0000053	4.67182537141524	3.52396507368777	3.61365398700533	2.38211023433494	3.07789973997909
Unigene0000054	3.85846553229716	4.13109947136177	4.41586550957155	3.13609906663925	4.5476248644666
Unigene0000055	3.70512902813364	5.61823205545333	1.77747463369922	3.7531476448052	4.59186545764381
Unigene0000056	3.8430716070303	4.07852203877555	3.84644414200198	3.91596000982294	3.02120169813504
Unigene0000057	3.63842419641992	4.79862820578384	5.02661265074028	4.72839679713622	4.83006827638775
Unigene0000058	4.46995769029712	5.52264917864262	3.37902501989887	4.83807973885699	3.70276937583369
Unigene0000059	4.18305163382667	4.4734673752697	5.32336004005577	5.95567557190516	5.30212650518767
Unigene0000060	4.15422750104209	5.0598519180149	5.07285678674812	4.23589161343291	3.89971733988521
Unigene0000061	6.07092795577669	2.75667762685926	5.2189415558977	2.40530879043181	4.56378833687088
Unigene0000062	5.0327482306108	4.17370759344342	4.46361358329368	2.95469463488633	4.36178512990632
Unigene0000063	5.61153983966225	3.87989051533539	5.0071266513456	3.81221877141474	1.41696978310452
Unigene0000064	4.5448063577019	3.76452151320554	2.71109665922952	5.0109049732051	5.89431580367361
Unigene0000065	4.20767423554059	4.52967722583286	3.88192944597364	3.93938538573993	4.62458079857197
Unigene0000066	4.38654057086418	3.50776899021707	4.63004138063544	6.37222635539955	3.52821413682592
Unigene0000067	4.94253517010737	4.42271350837107	6.54817321446659	4.74337655295008	3.42416098905554
Unigene0000068	3.45347408629541	4.51108073001554	2.36462472709272	3.54531847618516	4.41093135074002
Unigene0000069	4.38851048153601	2.46714952180734	4.92107593751308	3.98937713824511	4.30874720114496
Unigene0000070	4.44683526774906	4.43274428706634	3.3901520657908	4.50402890079034	3.63632077666162
Unigene0000071	3.76134709502499	3.61629914191151	2.24184228061598	3.76922229491796	4.76080510750273
Unigene0000072	4.25428969931513	2.27140241524473	3.56559687471433	2.52527882824818	4.41976763023282
Unigene0000073	3.67689355972848	5.07166065940339	4.50436943131445	4.83031984641724	3.01981571669758
Unigene0000074	3.82538142392285	6.03870494575607	3.47588598074008	2.36117565812722	1.93705357478614
Unigene0000075	3.7218412917851	3.97277818908463	5.62317462686427	5.27365362044321	3.50344234737658
Unigene0000076	3.49156123362662	3.76412084563801	3.68412757855746	2.89963854230635	4.64145866093824
Unigene0000077	2.95575502854998	3.69978589698035	4.64944635702479	4.09651851264771	3.68070397091997
Unigene0000078	4.3380097888401	2.64584539026368	4.74359980918714	4.40809731291162	5.79035484394957
Unigene0000079	3.79967021243888	5.15063512049139	6.10844940099191	5.57635943963244	4.61130701813394
Unigene0000080	4.70995099346275	4.51228389631229	5.09257751610735	2.3452170766022	2.99951148619053
Unigene0000081	5.50259060588334	4.90544674921088	3.9394912889887	5.40085892443402	3.02559253680145
Unigene0000082	4.03510349056839	3.89076662333188	4.24003498374922	3.74945569138125	3.4161045324902
Unigene0000083	2.29920026312765	3.92152173767912	3.79975988248356	5.44816669209025	2.97269318738008
Unigene0000084	4.76889939580237	4.48436262571308	4.76934544745562	4.20102168621385	4.10744663524142
Unigene0000085	4.54889221013185	5.50339189747073	3.64641710261848	4.1236217842834	4.35960452380651
Unigene0000086	5.31570212576834	3.74582766371363	5.85250810372603	3.49153922726811	5.04301174673579
Unigene0000087	3.74485514892144	3.71259428539234	3.33861453013809	4.74386178678068	1.91191675110515
Unigene0000088	3.87565535599064	5.22800250642555	1.8941441727137	4.58752060865203	3.6206171714067
Unigene0000089	3.55922078692777	3.82467808560289	5.02402906440472	2.60688515646144	3.70884206908509
Unigene0000090	4.21953769581369	5.15778720347258	3.09423486857618	1.62089006134687	3.4001896137161
Unigene0000091	3.69873623083575	4.35954936904022	4.25923737875363	4.25138449334264	5.10296024870739
Unigene0000092	5.1240302665462	3.53255596958468	3.55206060043095	3.56856505429081	3.51415021312238
Unigene0000093	3.11093850399656	6.12757015669527	5.0092873743952	5.12449377250304	2.62496306188306
Unigene0000094	3.35513301836733	3.68800944610447	4.30331589993689	3.85652670923605	4.58862725367697
Unigene0000095	3.73847421888307	2.79643678669547	3.58394588518218	4.89964850872251	4.04869357362328
Unigene0000096	3.97582713156738	3.81379917035964	4.69962151008205	3.26797978100862	4.91256100699205
Unigene0000097	5.02840685706821	3.25492404747272	3.80253981521182	5.07250721489841	2.96823693504531
Unigene0000098	4.69957444649644	5.19429132674446	3.51981241694952	4.80565765485273	4.38804193667026
Unigene0000099	3.67815020380367	3.37223741399576	4.29379101749015	4.11531013830448	3.43359564549029
Unigene0000100	5.24141202578528	3.09645135812462	2.70307147860936	4.500532445324	3.76180033157992
Unigene0000101	4.54975441550976	3.94541361629436	3.7798929348457	4.2410420325465	2.40426140998859
Unigene0000102	2.59123208556021	4.58520879915645	4.38436278912631	4.43043114309858	3.42570096189567
Unigene0000103	2.51680309206623	4.1794297017325	4.07790006042872	4.18999254419946	3.35421532517071
Unigene0000104	5.52682364643271	4.0726654665641	4.93756932997598	6.00374393805912	5.85728652765563
Unigene0000105	4.43969212815914	3.27296512216781	3.22450930121099	5.55222378716438	3.20526549608888
Unigene0000106	4.39168991798144	4.01262312756739	4.13291502153597	4.17517753824006	5.7565888222485
Unigene0000107	4.32560226599645	4.32745045606069	2.1454517253063	6.12348309969557	5.3601047520152
Unigene0000108	5.92293610820988	3.56517226463888	3.67626916468784	2.33315546981206	2.83174524987243
Unigene0000109	3.23259850667308	4.47485906056459	5.22936680635487	3.74026592707661	3.6748454349733
Unigene0000110	3.63970243666866	3.79304372993837	4.97961200808949	1.65426607037049	3.02642573872041
Unigene0000111	5.79467335022981	3.68262715168993	4.97978866712691	3.09132665381765	2.33232107450898
Unigene0000112	4.7971110240521	3.85749135773477	4.36665401371421	4.46498720504965	4.25444087662885
Unigene0000113	3.90520489940961	4.18685736603217	5.4160975732312	5.33341868517723	4.55695189941336
Unigene0000114	3.02128018303529	4.01922736332319	2.24336563342597	2.6870709380462	4.26672893176227
Unigene0000115	4.44438472564481	3.59232749536625	4.69734074224653	3.90428982364446	3.10598634449098
Unigene0000116	2.49669447819799	4.6214878963622	2.22789470345477	5.39859936430557	4.72035665649121
Unigene0000117	4.96632284552683	4.42789013156215	5.33141477060364	4.80008190221115	3.51582251375264
Unigene0000118	3.50208299835809	4.48899033538564	4.50434432083142	5.10760169768536	4.14763299581124
Unigene0000119	4.24381711189049	6.18292671904873	4.32180905188605	4.21515118082261	3.59229154185033
Unigene0000120	6.53120060362603	4.43574318230297	3.85606275063332	2.46808137339461	4.07471054659426
Unigene0000121	3.92268698307768	3.73836116832652	2.56996134956786	4.47912311049184	2.96296353246374
Unigene0000122	3.73324731168907	4.32832938520854	3.59457127221295	3.65793145068515	4.19720973847972
Unigene0000123	3.9124138859168	3.31764046360079	5.46158647562998	3.05399148716906	4.30892098192437
Unigene0000124	2.77893074518094	3.39476528334004	3.94410269551147	4.53752310242674	2.8718689965107
Unigene0000125	4.90654789751964	4.95631952569531	4.05655489253371	2.35049689335485	3.84182295341333
Unigene0000126	3.54562333477204	3.77583672309742	5.5060142080054	3.55877060826958	2.96410111727007
Unigene0000127	3.20258335508771	4.20325639961507	5.37104997794617	4.83449947508047	5.17093985314871
Unigene0000128	3.79378432838931	3.11826321936246	2.21031118197229	5.19037143380787	5.61678244185345
Unigene0000129	3.91237063952241	4.14701193429601	5.37129314025539	6.30369976302033	4.45535400444968
Unigene0000130	4.21521779063597	3.76033528905904	4.59603453819081	5.02653677349048	3.52542873742396
Unigene0000131	4.69784730254048	3.58002851521576	3.64480680498709	3.49892643271542	5.62548423176743
Unigene0000132	3.92380058112522	4.25205378790425	1.90572086800368	4.06361436765276	4.85610972748632
Unigene0000133	4.75457544669861	3.80517668582029	3.21844777102036	3.18625852332526	2.88565817000284
Unigene0000134	4.62620864465243	4.89227968602848	4.11539995136655	3.04953943819495	3.62811218617016
Unigene0000135	2.81260886316761	4.06422024480959	4.68366149371584	3.91963701289315	4.97171217778307
Unigene0000136	5.80404409062987	4.84561434050975	4.22686966187118	4.02767331681536	3.53330010207901
Unigene0000137	2.67025723878582	5.27061058896525	4.85014854676565	3.81464396113093	5.09917461470486
Unigene0000138	5.18339303183412	5.11951084861312	3.88203147459549	3.80371892567797	4.70915577762045
Unigene0000139	3.63145757679479	3.88465573642072	4.43721935067109	4.2774552247154	3.93252538174066
Unigene0000140	6.39075857565272	4.0237637659671	4.68030623008635	3.94209489446604	4.7378330876181
Unigene0000141	5.57819523152951	3.95679002952051	5.27214524849539	3.70691225855156	3.53559808159567
Unigene0000142	3.13871963501586	3.42969855354243	3.627999431111	3.14859360048233	2.85991392743692
Unigene0000143	5.6296779836723	5.15869548324803	3.20989089218083	5.38561289452379	1.76342339886995
Unigene0000144	3.48765051299331	1.97096271328756	3.09107220858575	5.3811862017661	4.44156824599117
Unigene0000145	5.61109709983141	5.03232335966074	4.01984784323213	4.35361617936672	3.3443572969428
Unigene0000146	2.8723783376679	4.56637671815695	5.57040201134289	3.48529695306167	4.06439185158618
Unigene0000147	3.33530150833505	5.6397006533581	4.78908794694315	4.0592944221481	2.47296887126759
Unigene0000148	2.08148443520748	3.62337603353366	3.42698069685302	3.22730800161531	4.63712674336464
Unigene0000149	2.53258600764151	2.70555483245331	4.09261613790542	3.34776687857466	2.30035265161609
Unigene0000150	2.28915564539607	3.56382114037193	4.09589601211757	5.08192576037174	2.68144302092683
Unigene0000151	2.57124855957869	5.0061622665361	4.08627790222647	4.8545653260655	4.57887347803979
Unigene0000152	5.95477999476507	3.16572713442965	3.10597042833823	2.57282375119939	4.67906964337156
Unigene0000153	3.67103454002402	3.31658283644689	3.70196616168148	2.4392983284785	4.63767448048952
Unigene0000154	4.45949078152489	2.14802492659203	4.22421247783757	3.56293797442642	3.87705525230026
Unigene0000155	5.11633773878475	4.81759761795909	6.28252794669302	2.94276394252301	3.2027053185021
Unigene0000156	3.28281085174321	4.76199233430723	3.94067715448384	4.25042914695756	3.43557114513647
Unigene0000157	3.66252969574893	4.07222739276575	3.25660154923955	2.14785489707965	3.25398414444819
Unigene0000158	4.23248671247775	5.05289858360175	3.76805901646477	4.41984710529329	4.83058039955644
Unigene0000159	3.42011491326836	3.38475321414113	2.61564491711028	5.55934781613548	3.24847964464383
Unigene0000160	3.97216868885677	5.3962679768687	3.79153276579344	2.9940050382918	5.39361105128958
Unigene0000161	4.8989703297799	4.37584454978371	3.53792808020452	3.34808025004959	2.52678508547485
Unigene0000162	5.04694204874816	6.31174206719953	2.84892975142366	4.58828828975861	3.5799128677522
Unigene0000163	3.46125665286259	3.98078653991266	4.31498044925136	2.62971847294931	3.82262949766622
Unigene0000164	6.64918691489815	3.04537076721726	5.68660411779063	4.49959346594702	4.70316461757857
Unigene0000165	4.18702413239814	2.77210882271125	3.02265670832789	3.74675130116962	2.84533736696186
Unigene0000166	2.27514406061901	4.45332201624954	2.8765568989283	4.26572391059534	5.09330391687224
Unigene0000167	3.61122831247228	4.5753244762058	4.23943726961374	3.19262300141973	4.32645680887321
Unigene0000168	3.40205481087066	4.64281252184417	6.64506501640947	2.57500761152515	4.55662613584381
Unigene0000169	4.55325464313836	4.14178267299691	4.78563429525632	3.7302030240772	4.37112720939538
Unigene0000170	5.46308870854333	4.09693941700075	3.16238433554046	2.66819547662162	3.05677507308445
Unigene0000171	3.78032490762639	4.36533505407934	3.97790586160732	6.27359518411607	4.8518472369436
Unigene0000172	3.86252005658222	5.06002472289362	1.11713045715836	3.68015703630583	3.48654806326392
Unigene0000173	3.55426609021465	3.13552951657739	4.09903260719642	3.55246463777565	3.62248994081976
Unigene0000174	4.40652749486318	5.25591432647484	3.94721881858248	3.25739052143169	2.23289229863589
Unigene0000175	3.0247847677908	3.14869150678846	5.35522360567798	3.30362685168943	3.95180338678017
Unigene0000176	5.74576866220089	3.57902632231918	5.69564087578546	3.93710881574487	4.67512719225247
Unigene0000177	3.58767342699933	5.1473575287565	3.58493311914935	3.43111534744929	4.4654687221828
Unigene0000178	5.63162067995828	3.35653138759951	4.98730152052841	4.5006927465219	4.43877899047958
Unigene0000179	3.67306504861915	3.53089128486241	2.01894029660134	4.24412245769978	2.32658629434727
Unigene0000180	5.11806513357706	4.13778944894324	4.28017896628758	4.95093522421707	4.06654783953555
Unigene0000181	4.08557852566348	2.64889865299045	3.89485147926012	2.74911306916625	4.61413529002702
Unigene0000182	3.8170989501306	3.46227683506401	5.39784349353212	3.18926306965226	3.22710214683427
Unigene0000183	4.67011425473132	6.24050564888068	4.33959964769478	4.23776691166298	3.28436287822532
Unigene0000184	4.44741413239393	4.39597428693717	4.18155680336416	3.45308314582833	4.13453027232538
Unigene0000185	4.48253453896303	5.22744918941104	4.77183856336055	4.80447258431794	4.49485414800384
Unigene0000186	2.26472735381102	4.55848003427784	4.23286122190893	5.03016005428168	4.18475219031854
Unigene0000187	5.32768115763256	4.1550792568524	4.25079317126754	2.77880173905854	4.08552682035825
Unigene0000188	4.19894513725739	3.18517812604858	3.24211191595552	2.53218715335559	6.06933143721042
Unigene0000189	3.30895240339104	3.86359920385753	4.10673368692602	2.62971057169344	5.37372178292574
Unigene0000190	5.34124586198988	2.9779312238331	4.19014758241339	4.32508566975064	4.45434587539433
Unigene0000191	3.25569079630213	3.6710635862561	2.93940148608202	6.25629128096562	4.80138283539669
Unigene0000192	2.60289626492959	3.81810730114682	3.61718418661991	2.38249529232778	3.84623138771779
Unigene0000193	3.0036917737974	2.73970145955974	3.39361209066215	4.31643195946766	5.55025443377566
Unigene0000194	5.20133914221346	2.73043880040741	3.90344313199639	4.50087058105985	4.24231565249758
Unigene0000195	5.75664850484068	3.67771004993976	5.14581078525175	3.56364309754233	3.0255448469824
Unigene0000196	2.95985066818908	3.24440293242698	4.01372273674634	4.25628403105456	4.43585320545986
Unigene0000197	4.55967099110014	4.30946466241854	3.99001766182201	3.42924599080789	5.4647417187833
Unigene0000198	4.23490102014998	3.06380451384695	3.80304251191108	1.63810714933628	3.80584167353191
Unigene0000199	5.35453877723059	4.77335845676867	4.35081356317708	5.4243781865687	4.87930845259627
Unigene0000200	5.0114608824685	6.77198378765067	2.83705373370141	4.75882409172381	4.76589995440743
Unigene0000201	4.73392129354706	4.16738798328876	5.2450875648552	5.5922973584435	4.7398953293063
Unigene0000202	5.14243675756003	5.73222286002022	4.3793304008934	3.54174289708451	4.81681800155293
Unigene0000203	2.49444727456828	3.27092093822628	4.50997782158011	2.84034306117061	3.73196106320408
Unigene0000204	3.20660830384726	5.45052298573885	3.08774404932073	4.09615287303993	3.91811319826509
Unigene0000205	4.07417845358584	4.29365841261001	4.2944501704767	4.21633509181742	3.98170687642998
Unigene0000206	4.15251653626021	2.4529973140897	3.77637830066748	3.89803167853509	5.42457199986823
Unigene0000207	4.12968353633818	3.55209758167592	2.08064864040525	3.82260473210807	4.0736004345954
Unigene0000208	5.65029643492509	4.09546086552074	3.59380771793685	5.35801987532649	4.84475912037255
Unigene0000209	4.57540722067395	2.5728662860816	3.66935983178138	3.8809470212562	5.24708630305369
Unigene0000210	3.70534161093415	2.73935541025381	3.55350066629822	1.78515412661583	4.35424881330415
Unigene0000211	4.43428790700635	3.49100808992661	5.32520866233831	4.58486812479863	4.78203995158189
Unigene0000212	4.4318185806334	3.60840311977001	3.83966976605694	5.12799146123878	4.13096991702026
Unigene0000213	4.57533796061131	3.00853003938099	4.28364275133479	6.40966877674216	3.44983621189344
Unigene0000214	3.92849374762684	2.84942232873618	4.68733585189011	4.68808662067594	4.25676603165262
Unigene0000215	5.25932893148027	4.06463865955741	3.16448526320787	3.31554736926277	4.8275651824463
Unigene0000216	4.87483156832276	1.94957082007165	4.91394047622127	4.06741031479752	4.51936065382973
Unigene0000217	4.52966148386376	5.40900598110078	2.2479147121811	3.65806222219174	3.65168143161725
Unigene0000218	1.53515450683783	4.68559506939472	1.86033317796987	2.07205240189073	3.21708130225744
Unigene0000219	5.33532689842179	5.44561089723855	4.18154650494856	3.44261763662647	3.86436866766451
Unigene0000220	5.55010931951009	2.8765350935347	3.58465031899161	4.19513074947914	4.98004910411689
Unigene0000221	4.00220150263134	4.43214365067173	4.33784915685259	3.8704470048766	5.48453124988744
Unigene0000222	3.65839899122509	2.46641205997165	3.01456576547188	3.0309677645477	3.57694980328632
Unigene0000223	2.77537628468308	4.71354186196126	4.0680691673164	3.58550459819511	4.03767666078983
Unigene0000224	5.39435695391299	3.42531814262261	5.43601421143364	4.40071271909456	4.63901403856064
Unigene0000225	1.66147146049395	2.55166300808151	2.78742326881346	4.69508060174158	3.95426978248576
Unigene0000226	4.00728517440617	5.91847276277058	3.77485488251002	3.70049706627691	2.31614601007642
Unigene0000227	4.38013354515721	2.96828406581068	4.78235711108913	3.10444588207808	6.45564359217989
Unigene0000228	3.90535403066674	3.82651810999358	3.61325685348283	4.83260880631506	3.94788462457206
Unigene0000229	2.96862336960783	3.96053967146527	4.09619545730442	5.0171419925192	4.78217798372185
Unigene0000230	2.64090602789277	3.76595309328033	2.71920356676114	5.32548328992217	3.47474150178619
Unigene0000231	4.3004347046319	2.79386451538031	3.78912398087585	5.02360355782552	3.72463034679117
Unigene0000232	5.25420828195153	4.81811912457648	4.52523858531813	2.7867500336037	2.7408872893188
Unigene0000233	3.70163754979291	4.39525069834457	2.4299002773145	4.28014273499958	4.03186334813401
Unigene0000234	5.1422194619448	4.63676121216239	3.13678057504893	4.38157673020984	7.39312454770962
Unigene0000235	2.55253231726434	4.39807358090229	3.18583654488115	4.22505719098647	2.00861742727645
Unigene0000236	5.27070572701181	5.12644773834327	4.09186018532293	2.73112904481565	3.13452840144731
Unigene0000237	2.83161716415881	6.66795177364417	3.87847255613005	3.28009287594726	3.54001185551427
Unigene0000238	3.19116872229722	5.57019595516856	5.05428088076777	4.39855523797661	3.64415581290444
Unigene0000239	3.61918539063072	3.97996558893976	2.12464049310503	4.69790700976771	1.91244944406221
Unigene0000240	2.78290074642651	5.06084581295617	4.36933889194429	3.69022882679531	3.04494513859627
Unigene0000241	3.62547698534555	4.6450262410045	3.47746090777767	3.34724103535337	2.3792362389159
Unigene0000242	4.19274986082377	4.26229782747036	4.23859788327244	3.96641608771147	3.38936555959266
Unigene0000243	3.77727127041101	2.989083810085	2.03023430829451	5.94053761666515	4.79800587993509
Unigene0000244	4.98202077414189	3.49974270094555	5.28225819528412	3.01360710611093	4.72374575567998
Unigene0000245	3.0257914482521	3.58267651822062	3.36173861774245	3.56536542183724	4.42435657551739
Unigene0000246	4.20121584876555	3.17271668210912	3.20750900173643	5.90781456581631	4.38612751737271
Unigene0000247	3.98379816712676	5.95184556190548	3.80153766254578	2.62751204004421	2.31175930724728
Unigene0000248	4.71955718297314	2.95146733376471	3.97504760071402	2.75377273042238	3.5593436763281
Unigene0000249	2.14116164584151	4.34516664944358	2.11559756963755	4.82195477622771	2.77861077617515
Unigene0000250	2.4178524090109	3.96136970612633	3.79488802179569	3.50431149453587	3.28282828056031
Unigene0000251	2.18438497289676	4.29769480919338	4.23495095462335	4.07797697161673	5.49120945221203
Unigene0000252	2.48980381277463	2.99403972692459	3.27788862629745	4.16941875791855	5.3619764836976
Unigene0000253	3.25372911426116	4.62989217435984	5.32612059941229	1.65175626385218	4.00211904155756
Unigene0000254	4.93496430905881	4.68158191865878	3.7896706937531	5.95998919457879	4.12918087466895
Unigene0000255	3.93639595584961	3.37946650064891	4.91462650506394	4.64506969872372	2.68472025006384
Unigene0000256	3.46791127828004	3.43032531866006	4.85389263273751	3.46988508941731	2.32715412104361
Unigene0000257	3.64541801194657	5.74081438668216	4.4195718892347	2.80153891390997	4.05315277145635
Unigene0000258	3.55599063840535	2.61969211949533	3.81152418675032	4.15927443149815	5.03491904158569
Unigene0000259	5.09259749218275	2.0818503141631	3.98518145303546	2.70959284912156	3.55300772973595
Unigene0000260	2.99992651586754	3.43695356434	4.55060602011964	3.46608544796061	3.53179742346605
Unigene0000261	4.61006790610118	5.19377665001135	5.09711456340722	4.69503707569543	5.64093207399532
Unigene0000262	4.03262084502588	3.46246342204378	3.77819526654802	4.72757557941462	5.47788926238488
Unigene0000263	5.32867617751458	1.6399033428774	3.72812034132181	3.90091381543207	5.5209177749983
Unigene0000264	4.79490934885826	2.22929566011537	4.70754369865612	3.17846392315925	3.95277973329
Unigene0000265	4.27985731474651	5.84544179601533	2.72683165649263	4.32273287786454	3.24139571815313
Unigene0000266	5.7316980051798	4.47971387630073	1.21063108090574	3.73827556984305	4.85872828479378
Unigene0000267	1.51354265314927	4.77308715990208	3.2637307434382	3.6858056393953	2.99860180474798
Unigene0000268	4.23049738014884	5.23222409180623	2.3001160580502	4.03058440361257	2.63099965091028
Unigene0000269	5.18779996852042	4.58876823558859	5.56619933580972	3.51438988440327	3.4148485027812
Unigene0000270	3.19992130587106	3.32388372499059	4.87635344260049	3.71948567294452	4.81552426226385
Unigene0000271	2.1814949839408	3.49126525877053	3.41853494473212	5.25165453730721	3.87469431340861
Unigene0000272	2.042894957475	3.29590847302339	3.50671974540366	4.93957754990838	3.77122732327904
Unigene0000273	3.10454890543107	5.68120131836393	4.32085317778473	3.28768432780477	5.98068824337721
Unigene0000274	3.35107915077823	4.45769840136346	4.11432781352168	4.36040991302618	3.52069499796938
Unigene0000275	3.58501364585882	3.67153349690527	2.28272589216473	2.66503097863881	1.93831581563408
Unigene0000276	3.78773598354912	5.13865186355422	2.88159117161787	3.79735799070164	5.7528344895274
Unigene0000277	2.98823910829475	5.15110283750654	4.08572876973352	4.70715964914226	2.42845299205584
Unigene0000278	2.48929875865503	3.96373448652392	4.121174994208	6.04074270963918	0.593083052421872
Unigene0000279	5.07351776158894	3.56045158367029	3.41672170208772	4.09007517696867	4.92008947002821
Unigene0000280	4.40679325221524	4.03984873167842	3.93046627671935	3.13462966451967	4.35308322903519
Unigene0000281	2.50796178442638	3.65674223970124	4.20950738620882	3.40121123423592	4.02488110880236
Unigene0000282	4.00397501537193	2.96664090371691	5.39281133701547	2.72801840267682	5.07617322156396
Unigene0000283	3.71524916364708	4.74974733449417	2.12574985199196	3.66186816392003	4.7804152375
Unigene0000284	3.26078776616194	5.41987344511996	3.91086187862474	4.28322184046226	5.88474711245035
Unigene0000285	5.01797248766578	4.89052171289381	1.3662833185849	4.06085321889892	3.29183527037061
Unigene0000286	3.58338780347308	4.24161582812883	4.97746874737253	3.22013177864449	3.72188872052119
Unigene0000287	4.43712522853671	4.3201015478131	4.49258831848136	4.08625606973541	3.2658282273656
Unigene0000288	4.28644365168507	3.5746578601486	5.12351007386062	4.93169636770159	5.03537159162751
Unigene0000289	3.02846176537801	6.12614281905284	3.80626453735492	3.90953931497573	4.64912048056237
